Search:,Year,Semester
MCOM 63 (Section 80),43233,Fully Online,New Media,,3.0,LEC,TBA,TBA,Michael Cheers,ONLINE,08/21/24-12/09/24,4,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
MCOM 63 (Section 81),43753,Fully Online,New Media,,3.0,LEC,TBA,TBA,Michael Cheers,ONLINE,08/21/24-12/09/24,2,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
MCOM 63 (Section 82),44761,Fully Online,New Media,,3.0,LEC,TBA,TBA,Michael Cheers,ONLINE,08/21/24-12/09/24,12,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
MCOM 63 (Section 83),47092,Fully Online,New Media,,3.0,LEC,TBA,TBA,Cyrus Saatsaz,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
MCOM 70 (Section 02),50370,In Person,Visual Communication for Modern Media,,3.0,LEC,TR,12:00PM-01:15PM,Manel Palos Pons,DBH133,08/21/24-12/09/24,0,2024,Fall
MCOM 72 (Section 01),45281,In Person,Mass Communication and Society,GE: D,3.0,LEC,TR,01:30PM-02:45PM,Manel Palos Pons,DBH133,08/21/24-12/09/24,0,2024,Fall
MCOM 72 (Section 02),47162,In Person,Mass Communication and Society,GE: D,3.0,LEC,MW,03:00PM-04:15PM,Ralph Nichols,DBH133,08/21/24-12/09/24,1,2024,Fall
MDES 145 (Section 01),49691,Fully Online,Middle Eastern Traditions,GE: V,3.0,LEC,TBA,TBA,Arthur Zarate,ONLINE,08/21/24-12/09/24,30,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
MDES 90 (Section 01),49679,In Person,Bible History and Literature,GE: C2,3.0,LEC,TR,01:30PM-02:45PM,Todd Perreira,BBC125,08/21/24-12/09/24,23,2024,Fall
MDES 90 (Section 80),49680,Fully Online,Bible History and Literature,GE: C2,3.0,LEC,TBA,TBA,Marianne Delaporte Kabir,ONLINE,08/21/24-12/09/24,23,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
ME 101 (Section 01),41120,In Person,Dynamics,,3.0,SEM,TR,09:00AM-10:15AM,Amir Armani,ENG301,08/21/24-12/09/24,0,2024,Fall
ME 101 (Section 02),43160,In Person,Dynamics,,3.0,SEM,TR,10:30AM-11:45AM,Amir Armani,ENG301,08/21/24-12/09/24,0,2024,Fall
ME 101 (Section 03),46139,In Person,Dynamics,,3.0,SEM,TR,01:30PM-02:45PM,Keith Yi,ENG303,08/21/24-12/09/24,0,2024,Fall
ME 101 (Section 05),44652,In Person,Dynamics,,3.0,SEM,MW,10:30AM-11:45AM,Vimal Viswanathan,MH520,08/21/24-12/09/24,2,2024,Fall
ME 101H (Section 01),48926,In Person,Honors Dynamics,,3.0,LEC,MW,10:30AM-11:45AM,Burford Furman,ENG339,08/21/24-12/09/24,15,2024,Fall
ME 106 (Section 01),47383,In Person,Fundamentals of Mechatronics Engineering,,4.0,LEC,TR,10:30AM-11:45AM,Winncy Du,ENG135,08/21/24-12/09/24,4,2024,Fall
ME 106 (Section 02),47386,In Person,Fundamentals of Mechatronics Engineering,,4.0,LEC,TR,01:30PM-02:45PM,Winncy Du,ENG301,08/21/24-12/09/24,4,2024,Fall
ME 106 (Section 11),47384,In Person,Fundamentals of Mechatronics Engineering,,4.0,LAB,W,01:30PM-04:15PM,Joshua Fountain,ENG125,08/21/24-12/09/24,3,2024,Fall
ME 106 (Section 12),47385,In Person,Fundamentals of Mechatronics Engineering,,4.0,LAB,T,01:30PM-04:15PM,Clarence Choi,ENG125,08/21/24-12/09/24,1,2024,Fall
ME 106 (Section 21),47387,In Person,Fundamentals of Mechatronics Engineering,,4.0,LAB,W,06:00PM-08:45PM,Trent Polizzi,ENG125,08/21/24-12/09/24,2,2024,Fall
ME 106 (Section 22),47388,In Person,Fundamentals of Mechatronics Engineering,,4.0,LAB,R,04:30PM-07:15PM,Jose Esquivel Patricio,ENG125,08/21/24-12/09/24,2,2024,Fall
ME 110 (Section 01),49332,In Person,Manufacturing Processes,,3.0,LEC,TR,09:00AM-10:15AM,John Bergman,BBC022,08/21/24-12/09/24,0,2024,Fall
ME 110 (Section 02),49333,In Person,Manufacturing Processes,,3.0,LEC,TR,10:30AM-11:45AM,John Bergman,BBC022,08/21/24-12/09/24,1,2024,Fall
ME 111 (Section 01),40873,In Person,Fluid Mechanics,,3.0,SEM,MW,06:00PM-07:15PM,Hussameddine Kabbani,ENG303,08/21/24-12/09/24,0,2024,Fall
ME 111 (Section 02),42708,In Person,Fluid Mechanics,,3.0,SEM,TR,04:30PM-05:45PM,Paul Kutler,CL202,08/21/24-12/09/24,0,2024,Fall
ME 111 (Section 04),43074,In Person,Fluid Mechanics,,3.0,SEM,TR,09:00AM-10:15AM,Rex Tsou,ENG339,08/21/24-12/09/24,0,2024,Fall
ME 111 (Section 05),47803,In Person,Fluid Mechanics,,3.0,SEM,MW,07:30PM-08:45PM,Hussameddine Kabbani,ENG303,08/21/24-12/09/24,3,2024,Fall
ME 111 (Section 06),50449,In Person,Fluid Mechanics,,3.0,SEM,TR,06:00PM-07:15PM,Hussameddine Kabbani,ENG189,08/21/24-12/09/24,0,2024,Fall
ME 113 (Section 01),46538,In Person,Thermodynamics,,4.0,SEM,TR,11:00AM-12:40PM,Raquib Khan,SH434,08/21/24-12/09/24,3,2024,Fall
ME 113 (Section 03),49334,In Person,Thermodynamics,,4.0,SEM,TR,03:00PM-04:40PM,Syed Zaidi,DMH160,08/21/24-12/09/24,6,2024,Fall
ME 113 (Section 04),46540,In Person,Thermodynamics,,4.0,SEM,MW,07:30AM-09:10AM,Younes Shabany,CL238,08/21/24-12/09/24,9,2024,Fall
ME 114 (Section 01),46545,In Person,Heat Transfer,,3.0,SEM,TR,07:30AM-08:45AM,Rex Tsou,ENG339,08/21/24-12/09/24,0,2024,Fall
ME 114 (Section 02),46548,In Person,Heat Transfer,,3.0,SEM,MW,07:30AM-08:45AM,Hussameddine Kabbani,ENG339,08/21/24-12/09/24,0,2024,Fall
ME 115 (Section 01),47439,In Person,Thermal Engineering Laboratory,,1.0,LAB,M,09:00AM-11:45AM,Igor Tyukhov,ENG113,08/21/24-12/09/24,0,2024,Fall
ME 115 (Section 02),40539,In Person,Thermal Engineering Laboratory,,1.0,LAB,M,01:00PM-03:45PM,Igor Tyukhov,ENG113,08/21/24-12/09/24,0,2024,Fall
ME 115 (Section 04),41541,In Person,Thermal Engineering Laboratory,,1.0,LAB,W,10:30AM-01:15PM,Syed Zaidi,ENG113,08/21/24-12/09/24,0,2024,Fall
ME 115 (Section 05),43201,In Person,Thermal Engineering Laboratory,,1.0,LAB,W,04:30PM-07:15PM,Syed Zaidi,ENG113,08/21/24-12/09/24,0,2024,Fall
ME 115 (Section 06),50413,In Person,Thermal Engineering Laboratory,,1.0,LAB,T,10:30AM-01:15PM,Igor Tyukhov,ENG113,08/21/24-12/09/24,0,2024,Fall
ME 115 (Section 07),50618,In Person,Thermal Engineering Laboratory,,1.0,LAB,F,09:00AM-11:45AM,Igor Tyukhov,ENG113,08/21/24-12/09/24,0,2024,Fall
ME 120 (Section 01),45195,In Person,Experimental Methods,,2.0,LEC,M,09:00AM-09:50AM,Ananda Mysore,ENG189,08/21/24-12/09/24,0,2024,Fall
ME 120 (Section 02),45196,In Person,Experimental Methods,,0,LAB,M,10:30AM-01:15PM,Ananda Mysore,ENG133,08/21/24-12/09/24,0,2024,Fall
ME 120 (Section 03),50412,In Person,Experimental Methods,,0,LAB,M,01:30PM-04:15PM,Ananda Mysore,ENG133,08/21/24-12/09/24,1,2024,Fall
ME 120 (Section 04),45198,In Person,Experimental Methods,,0,LAB,T,09:00AM-11:45AM,Ananda Mysore,ENG133,08/21/24-12/09/24,0,2024,Fall
ME 120 (Section 05),45200,In Person,Experimental Methods,,0,LAB,T,01:30PM-04:15PM,Ananda Mysore,ENG133,08/21/24-12/09/24,0,2024,Fall
ME 120 (Section 06),45201,In Person,Experimental Methods,,0,LAB,T,04:30PM-07:15PM,Ananda Mysore,ENG133,08/21/24-12/09/24,0,2024,Fall
ME 120 (Section 08),45203,In Person,Experimental Methods,,0,LAB,R,01:30PM-04:15PM,Clarence Choi,ENG133,08/21/24-12/09/24,0,2024,Fall
ME 120 (Section 10),45206,In Person,Experimental Methods,,0,LAB,W,09:00AM-11:45AM,Joshua Fountain,ENG133,08/21/24-12/09/24,0,2024,Fall
ME 130 (Section 01),42311,Hybrid,Applied Engineering Analysis,,3.0,LEC,T,2024,Fall
ME 130 (Section 02),46143,In Person,Applied Engineering Analysis,,3.0,LEC,MW,07:30PM-08:45PM,Younes Shabany,DMH166,08/21/24-12/09/24,1,2024,Fall
ME 147 (Section 01),40115,In Person,Dynamic Systems Vibration and Control,,3.0,SEM,TR,09:00AM-10:15AM,Long Lu,CL202,08/21/24-12/09/24,0,2024,Fall
ME 147 (Section 02),45205,In Person,Dynamic Systems Vibration and Control,,3.0,SEM,TR,06:00PM-07:15PM,Syed Zaidi,ENG333,08/21/24-12/09/24,10,2024,Fall
ME 154 (Section 01),46541,In Person,Mechanical Engineering Design,,4.0,SEM,MW,04:00PM-05:40PM,Kourosh Youssefi,ENG329,08/21/24-12/09/24,0,2024,Fall
ME 154 (Section 02),49335,In Person,Mechanical Engineering Design,,4.0,SEM,TR,01:30PM-03:10PM,Amir Armani,CL224,08/21/24-12/09/24,0,2024,Fall
ME 157 (Section 01),42313,In Person,Mechanical System Design,,3.0,SEM,MW,09:00AM-10:15AM,Yunjian Qiu,ENG329,08/21/24-12/09/24,11,2024,Fall
ME 157 (Section 02),45208,In Person,Mechanical System Design,,3.0,SEM,MW,10:30AM-11:45AM,Yunjian Qiu,ENG329,08/21/24-12/09/24,0,2024,Fall
ME 165 (Section 01),42598,In Person,Computer-Aided Design in Mechanical Engineering,,3.0,SEM,MW,06:00PM-07:15PM,Bryan Asuncion,ENG213,08/21/24-12/09/24,0,2024,Fall
ME 171 (Section 01),45211,In Person,Energy Management in Manufacturing,,3.0,LEC,TR,03:00PM-04:15PM,Farzan Kazemifar,ENG340,08/21/24-12/09/24,22,2024,Fall
ME 180 (Section 81),40290,Fully Online,Individual Studies,,1.0,SUP,TBA,TBA,Hohyun Lee,ONLINE,08/21/24-12/09/24,10,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
ME 180 (Section 82),44695,Fully Online,Individual Studies,,3.0,SUP,TBA,TBA,Hohyun Lee,ONLINE,08/21/24-12/09/24,8,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
ME 182 (Section 01),49339,In Person,Thermal Systems Design,,3.0,SEM,TR,10:30AM-11:45AM,Ernest Thurlow,SH334,08/21/24-12/09/24,2,2024,Fall
ME 190 (Section 01),40237,In Person,Mechatronics System Design,,3.0,SEM,TR,04:30PM-05:20PM,Mojtaba Sharifi,ENG331,08/21/24-12/09/24,2,2024,Fall
ME 190 (Section 02),40538,In Person,Mechatronics System Design,,0,LAB,T,01:30PM-04:15PM,Mojtaba Sharifi / Anthony Peters,ENG135,08/21/24-12/09/24,0,2024,Fall
ME 190 (Section 03),49834,In Person,Mechatronics System Design,,0,LAB,W,09:00AM-11:45AM,Mojtaba Sharifi / Anthony Peters,ENG135,08/21/24-12/09/24,4,2024,Fall
ME 190 (Section 04),45460,In Person,Mechatronics System Design,,0,LAB,R,01:30PM-04:15PM,Mojtaba Sharifi,ENG135,08/21/24-12/09/24,0,2024,Fall
ME 192 (Section 01),43614,In Person,Robotics and Manufacturing Systems,,3.0,SEM,MW,12:00PM-12:50PM,Lin Jiang,ENG135,08/21/24-12/09/24,1,2024,Fall
ME 192 (Section 02),43615,In Person,Robotics and Manufacturing Systems,,0,LAB,M,01:30PM-04:15PM,Lin Jiang,ENG192,08/21/24-12/09/24,0,2024,Fall
ME 192 (Section 03),43827,In Person,Robotics and Manufacturing Systems,,0,LAB,W,09:00AM-11:45AM,Lin Jiang,ENG192,08/21/24-12/09/24,2,2024,Fall
ME 195A (Section 01),46144,In Person,Senior Design Project I,GE: S,3.0,SEM,W,01:30PM-04:15PM,Burford Furman,OFFCAMPUS,08/21/24-12/09/24,0,2024,Fall
ME 195A (Section 03),49408,In Person,Senior Design Project I,GE: S,3.0,SEM,W,01:30PM-04:15PM,Raghu Agarwal,ENG336,08/21/24-12/09/24,0,2024,Fall
ME 195A (Section 04),46145,In Person,Senior Design Project I,GE: S,3.0,SEM,W,01:30PM-04:15PM,Syed Zaidi,ENG135,08/21/24-12/09/24,0,2024,Fall
ME 195A (Section 05),42323,In Person,Senior Design Project I,GE: S,3.0,SEM,W,01:30PM-04:15PM,Winncy Du,ENG141,08/21/24-12/09/24,0,2024,Fall
