Search:,Year,Semester
POLS 15 (Section 01),41948,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,TR,03:00PM-04:15PM,Jeremy Abrams,WSQ207,08/21/24-12/09/24,0,2024,Fall
POLS 15 (Section 02),44837,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,MW,09:00AM-10:15AM,Albert Schendan,WSQ207,08/21/24-12/09/24,3,2024,Fall
POLS 15 (Section 04),41950,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,MW,03:00PM-04:15PM,Marci Harris,WSQ207,08/21/24-12/09/24,0,2024,Fall
POLS 15 (Section 05),42584,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,MW,04:30PM-05:45PM,Marci Harris,MD101,08/21/24-12/09/24,0,2024,Fall
POLS 15 (Section 06),42605,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,TR,01:30PM-02:45PM,Robert Ovetz,DMH160,08/21/24-12/09/24,0,2024,Fall
POLS 15 (Section 07),42637,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,TR,03:00PM-04:15PM,Robert Ovetz,DMH149A,08/21/24-12/09/24,0,2024,Fall
POLS 15 (Section 08),44383,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,MW,10:30AM-11:45AM,James Brent,DMH149A,08/21/24-12/09/24,1,2024,Fall
POLS 15 (Section 09),44838,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,MW,2024,Fall
TBA,MW,2024,Fall
TBA,Albert Schendan,CL226,2024,Fall
POLS 15 (Section 60),41949,In Person,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,TR,10:30AM-11:45AM,Donna Crane,WSQ207,08/21/24-12/09/24,0,2024,Fall
POLS 15 (Section 80),44384,Fully Online,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,TBA,TBA,James Brent,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
POLS 15 (Section 81),47009,Fully Online,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,TBA,TBA,Albert Schendan,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
POLS 15 (Section 82),43766,Fully Online,Essentials of U.S. a California Government,GE: D+US23,3.0,LEC,TBA,TBA,Robert Ovetz,ONLINE,08/21/24-12/09/24,1,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
