Search:,Year,Semester
CMPE 195B (Section 02),50262,In Person,Senior Design Project II,GE: V,3.0,LAB,F,03:00PM-05:45PM,Wencen Wu,ENG189,08/21/24-12/09/24,0,2024,Fall
CMPE 198 (Section 81),49709,Fully Online,Technology and Civilization,GE: V,3.0,LEC,TR,01:30PM-02:45PM,Lin Zou,ONLINE,08/21/24-12/09/24,34,FULLY ONLINE - Designated day/time online meetings. May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
CMPE 198 (Section 84),50310,Fully Online,Technology and Civilization,GE: V,3.0,LEC,TBA,TBA,Lin Zou,ONLINE,08/21/24-12/09/24,37,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
CMPE 200 (Section 01),42326,In Person,Computer Architecture,,3.0,LEC,TR,03:00PM-04:15PM,Haonan Wang,ENG325,08/21/24-12/09/24,7,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 202 (Section 01),42563,In Person,Software Systems Engineering,,3.0,LEC,F,06:00PM-08:45PM,Gopinath Vinodh,ENG325,08/21/24-12/09/24,2,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 202 (Section 02),41549,In Person,Software Systems Engineering,,3.0,LEC,R,06:00PM-08:45PM,Gopinath Vinodh,ENG325,08/21/24-12/09/24,2,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 202 (Section 03),47004,In Person,Software Systems Engineering,,3.0,LEC,T,06:00PM-08:45PM,Gopinath Vinodh,ENG325,08/21/24-12/09/24,2,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 206 (Section 01),44171,In Person,Computer Network Design,,3.0,LEC,T,06:00PM-08:45PM,Yalda Edalat,CL224,08/21/24-12/09/24,22,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 214 (Section 01),43261,In Person,GPU Architecture and Programming,,3.0,LEC,MW,01:30PM-02:45PM,Haonan Wang,ENG327,08/21/24-12/09/24,16,RO - Not available to Open University students.,2024,Fall
CMPE 219 (Section 01),47766,In Person,Cybersecurity Clinics with HCI,,3.0,LEC,T,06:00PM-08:45PM,Hee Park,CL324,08/21/24-12/09/24,12,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 220 (Section 01),47005,In Person,System Software,,3.0,LEC,MW,03:00PM-04:15PM,Ishie Eswar,ENG232,08/21/24-12/09/24,18,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 240 (Section 02),50263,In Person,Advanced Computer Design,,3.0,LEC,M,06:00PM-08:45PM,Preetpal Kang,CL238,08/21/24-12/09/24,9,2024,Fall
CMPE 244 (Section 01),47148,In Person,Embedded Software,,3.0,LEC,MW,04:30PM-05:45PM,Preetpal Kang,ENG327,08/21/24-12/09/24,22,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 249 (Section 01),49385,In Person,Intelligent Autonomous Systems,,3.0,SEM,TR,10:30AM-11:45AM,Kaikai Liu,HGH124,08/21/24-12/09/24,21,2024,Fall
CMPE 252 (Section 02),44475,In Person,Artificial Intelligence and Data Engineering,,3.0,LEC,T,06:00PM-08:45PM,Jun Liu,DMH160,08/21/24-12/09/24,3,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 252 (Section 03),50901,In Person,Artificial Intelligence and Data Engineering,,3.0,LEC,F,06:00PM-08:45PM,Gautam Krishna,ENG337,08/21/24-12/09/24,6,2024,Fall
CMPE 255 (Section 01),43019,In Person,Data Mining,,3.0,LEC,TR,10:30AM-11:45AM,Gheorghi Guzun,ENG325,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 255 (Section 02),43064,In Person,Data Mining,,3.0,LEC,TR,03:00PM-04:15PM,Jun Liu,CL222,08/21/24-12/09/24,4,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 255 (Section 03),45000,In Person,Data Mining,,3.0,LEC,W,06:00PM-08:45PM,Taehee Jeong,CL310,08/21/24-12/09/24,14,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 256 (Section 01),44434,In Person,Advanced Data Mining,,3.0,LEC,TR,10:30AM-11:45AM,Magdalini Eirinaki,ENG337,08/21/24-12/09/24,14,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 257 (Section 01),43029,In Person,Machine Learning,,3.0,LEC,R,06:00PM-08:45PM,Charles Zhang,BBC107,08/21/24-12/09/24,11,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 257 (Section 02),44476,In Person,Machine Learning,,3.0,LEC,TR,01:30PM-02:45PM,Bernardo Flores,BBC202,08/21/24-12/09/24,4,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 258 (Section 01),41846,In Person,Deep Learning,,3.0,LEC,TR,04:30PM-05:45PM,Suhas Chelian,CL310,08/21/24-12/09/24,15,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 258 (Section 02),46728,In Person,Deep Learning,,3.0,LEC,TR,01:30PM-02:45PM,Kaikai Liu,ENG343,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 259 (Section 01),49386,In Person,Natural Language Processing,,3.0,LEC,TR,10:30AM-11:45AM,Jorjeta Jetcheva,HGH225,08/21/24-12/09/24,7,2024,Fall
CMPE 260 (Section 01),47767,In Person,Reinforcement Learning,,3.0,LEC,TR,03:00PM-04:15PM,Suhas Chelian,ENG343,08/21/24-12/09/24,19,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 272 (Section 01),41057,In Person,Enterprise Software Platforms,,3.0,LEC,W,06:00PM-08:45PM,Rakesh Ranjan,ENG337,08/21/24-12/09/24,3,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 272 (Section 02),41511,In Person,Enterprise Software Platforms,,3.0,LEC,R,06:00PM-08:45PM,Richard Sinn,CL222,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 272 (Section 03),45002,In Person,Enterprise Software Platforms,,3.0,LEC,MW,01:30PM-02:45PM,Mark Ammar Rayes,ENG339,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 273 (Section 01),45003,In Person,Enterprise Distributed Systems,,3.0,LEC,M,06:00PM-08:45PM,Chandrasekar Vuppalapati,CL310,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 275 (Section 01),50266,In Person,Enterprise Application Development,,3.0,LEC,M,06:00PM-08:45PM,John Gash,BBC125,08/21/24-12/09/24,28,2024,Fall
CMPE 277 (Section 01),44477,In Person,Smartphone Application Development,,3.0,LEC,T,06:00PM-08:45PM,Chandrasekar Vuppalapati,DMH161,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 279 (Section 01),43020,In Person,Software Security Technologies,,3.0,LEC,T,06:00PM-08:45PM,Mark Ammar Rayes,ENG337,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 280 (Section 01),41847,In Person,Web UI Design and Development,,3.0,LEC,R,06:00PM-08:45PM,Chandrasekar Vuppalapati,ENG329,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 281 (Section 01),41302,In Person,Cloud Technologies,,3.0,LEC,W,06:00PM-08:45PM,Zeyu Gao,BBC107,08/21/24-12/09/24,25,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 283 (Section 01),41277,In Person,Virtualization Technologies,,3.0,LEC,W,06:00PM-08:45PM,Juan Gomez,ENG341,08/21/24-12/09/24,24,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 285 (Section 01),46205,In Person,Software Engineering Processes,,3.0,LEC,M,06:00PM-08:45PM,Richard Sinn,ENG337,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 286 (Section 01),43593,In Person,Internet of Things,,3.0,LEC,M,06:00PM-08:45PM,Mark Ammar Rayes,ENG329,08/21/24-12/09/24,10,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 287 (Section 01),41066,In Person,Software Quality Assurance and Testing,,3.0,LEC,R,06:00PM-08:45PM,Zeyu Gao,ENG337,08/21/24-12/09/24,16,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 287 (Section 03),50874,In Person,Software Quality Assurance and Testing,,3.0,LEC,TR,03:00PM-04:15PM,Zeyu Gao,ENG337,08/21/24-12/09/24,21,2024,Fall
CMPE 294 (Section 03),44174,In Person,Computer Engineering Seminar,GWAR,3.0,SEM,MW,12:00PM-01:15PM,Bonnie Hsia,ENG492,08/21/24-12/09/24,23,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 294 (Section 04),44175,In Person,Computer Engineering Seminar,GWAR,3.0,SEM,T,06:00PM-08:45PM,Soumya De,ENG492,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 294 (Section 06),44177,In Person,Computer Engineering Seminar,GWAR,3.0,SEM,TR,01:30PM-02:45PM,Tridha Chatterjee,ENG492,08/21/24-12/09/24,4,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 294 (Section 08),44552,In Person,Computer Engineering Seminar,GWAR,3.0,SEM,R,06:00PM-08:45PM,Soumya De,ENG492,08/21/24-12/09/24,4,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 294 (Section 09),50264,In Person,Computer Engineering Seminar,GWAR,3.0,SEM,TR,10:30AM-11:45AM,Tridha Chatterjee,ENG492,08/21/24-12/09/24,7,2024,Fall
CMPE 294 (Section 10),50265,In Person,Computer Engineering Seminar,GWAR,3.0,SEM,TR,03:00PM-04:15PM,Tridha Chatterjee,ENG492,08/21/24-12/09/24,0,2024,Fall
CMPE 295A (Section 01),41124,In Person,Master Project I,,3.0,LAB,F,2024,Fall
TBA,F,2024,Fall
TBA,Dan Harkey,ENG189,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 295A (Section 02),41268,In Person,Master Project I,,3.0,LAB,F,2024,Fall
TBA,F,2024,Fall
TBA,Dan Harkey,SCI142,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 295B (Section 01),41125,In Person,Master Project II,,3.0,LAB,F,2024,Fall
TBA,F,2024,Fall
TBA,Dan Harkey,ENG189,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 298 (Section 01),41126,In Person,Special Problems,,1.0,SUP,TBA,TBA,Rod Fatoohi,,08/21/24-12/09/24,20,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 298 (Section 02),44788,In Person,Special Problems,,3.0,SUP,TBA,TBA,Magdalini Eirinaki,,08/21/24-12/09/24,16,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 298I (Section 01),46663,In Person,Computer/Software Engineering Internship,,3.0,SUP,TBA,TBA,Hee Park,,08/21/24-12/09/24,29,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 299A (Section 01),40309,In Person,Master Thesis I,,3.0,SUP,TBA,TBA,Magdalini Eirinaki,,08/21/24-12/09/24,5,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 299B (Section 01),40310,In Person,Master Thesis II,,3.0,SUP,TBA,TBA,Magdalini Eirinaki,,08/21/24-12/09/24,5,2024,Fall
RO - Not available to Open University students.,2024,Fall
RS - Restricted to majors in this department. Contact department for more information.,2024,Fall
CMPE 30 (Section 01),43729,In Person,Programming Concepts and Methodology,,3.0,LEC,MW,08:00AM-08:50AM,Faramarz Mortezaie,CL222,08/21/24-12/09/24,1,RO - Not available to Open University students.,2024,Fall
CMPE 30 (Section 02),43888,In Person,Programming Concepts and Methodology,,3.0,LAB,M,03:00PM-05:45PM,Aditya Nagaraj Shanbhog,ENG405,08/21/24-12/09/24,0,RO - Not available to Open University students.,2024,Fall
CMPE 30 (Section 03),45404,In Person,Programming Concepts and Methodology,,3.0,LAB,W,03:00PM-05:45PM,Pratik Korat,ENG405,08/21/24-12/09/24,1,RO - Not available to Open University students.,2024,Fall
