Search:,Year,Semester
COMM 180 (Section 81),50963,Fully Online,Individual Studies,,2.0,SUP,TBA,TBA,Felipe Gómez,ONLINE,08/21/24-12/09/24,0,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 181F (Section 80),47992,Fully Online,New Media/New World,,4.0,LEC,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,0,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
COMM 182P (Section 01),47993,In Person,Communication in the Classroom,,4.0,LEC,TR,2024,Fall
TBA,TR,2024,Fall
TBA,Deanna Fassett / Deanna Fassett,CL238,2024,Fall
COMM 186I (Section 01),48348,In Person,Research Methods in Health Communication,,4.0,LEC,TR,2024,Fall
TBA,TR,2024,Fall
TBA,Marie Haverfield,HGH217,2024,Fall
COMM 190 (Section 80),48429,Fully Online,Activity Projects in Speech,,1.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,3,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 190 (Section 81),48431,Fully Online,Activity Projects in Speech,,2.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,2,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 190 (Section 82),48432,Fully Online,Activity Projects in Speech,,3.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,2,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 190 (Section 83),48433,Fully Online,Activity Projects in Speech,,4.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,3,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 190 (Section 84),48434,Fully Online,Activity Projects in Speech,,5.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,5,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 190 (Section 85),48435,Fully Online,Activity Projects in Speech,,6.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,5,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 191A (Section 80),47994,Fully Online,Activity Projects in Forensics,,1.0,SUP,TBA,TBA,Lindsay Walsh,ONLINE,08/21/24-12/09/24,1,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 191B (Section 80),47995,Fully Online,Activity Projects in Forensics,,1.0,SUP,TBA,TBA,Tina Lim,ONLINE,08/21/24-12/09/24,6,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 191B (Section 81),47996,Fully Online,Activity Projects in Forensics,,1.0,SUP,TBA,TBA,Kim Yee,ONLINE,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 191B (Section 82),47997,Fully Online,Activity Projects in Forensics,,1.0,SUP,TBA,TBA,Kim Yee,ONLINE,08/21/24-12/09/24,2,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 191J (Section 80),48000,Fully Online,Activity Projects in Forensics,,1.0,SUP,TBA,TBA,Tina Lim,ONLINE,08/21/24-12/09/24,0,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 198 (Section 80),48207,Fully Online,Applied Activity in Communication,,1.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,6,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 198 (Section 81),48195,Fully Online,Applied Activity in Communication,,1.0,SUP,TBA,TBA,Roxanne Cnudde,ONLINE,08/21/24-12/09/24,4,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 198 (Section 82),48201,Fully Online,Applied Activity in Communication,,1.0,SUP,TBA,TBA,Sarah Mcgaffey,ONLINE,08/21/24-12/09/24,4,2024,Fall
RO - Not available to Open University students.,2024,Fall
COMM 198 (Section 83),48208,Fully Online,Applied Activity in Communication,,2.0,SUP,TBA,TBA,Carol-Lynn Perez,ONLINE,08/21/24-12/09/24,0,2024,Fall
