Search:,Year,Semester
MATH 19 (Section 17),48744,In Person,Precalculus,GE: B4,5.0,LAB,MW,03:00PM-04:15PM,Kevin Lopez,SCI313,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 18),48745,In Person,Precalculus,GE: B4,5.0,LAB,TR,03:00PM-04:15PM,Marion Campisi,SCI313,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 19),48746,In Person,Precalculus,GE: B4,5.0,SEM,MWF,07:30AM-08:40AM,Angela Tran,MH324,08/21/24-12/09/24,4,2024,Fall
MATH 19 (Section 20),48748,In Person,Precalculus,GE: B4,5.0,LAB,MW,09:00AM-10:15AM,Marion Campisi,SCI321,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 21),48751,In Person,Precalculus,GE: B4,5.0,LAB,MW,12:00PM-01:15PM,Marion Campisi,SCI321,08/21/24-12/09/24,4,2024,Fall
MATH 19 (Section 22),48752,In Person,Precalculus,GE: B4,5.0,SEM,MWF,09:00AM-10:10AM,Angela Tran,MH324,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 23),48753,In Person,Precalculus,GE: B4,5.0,LAB,MW,12:00PM-01:15PM,Marion Campisi,WSQ001D,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 24),48754,In Person,Precalculus,GE: B4,5.0,LAB,MW,01:30PM-02:45PM,Marion Campisi,WSQ001D,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 25),48755,In Person,Precalculus,GE: B4,5.0,SEM,MWF,09:00AM-10:10AM,Viet Nguyen,DH318,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 26),48759,In Person,Precalculus,GE: B4,5.0,LAB,MW,10:30AM-11:45AM,Kevin Lopez,DH415,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 27),48760,In Person,Precalculus,GE: B4,5.0,LAB,MW,12:00PM-01:15PM,Marion Campisi,IS215,08/21/24-12/09/24,3,2024,Fall
MATH 19 (Section 28),48761,In Person,Precalculus,GE: B4,5.0,SEM,MWF,10:30AM-11:40AM,Viet Nguyen,DH318,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 29),48763,In Person,Precalculus,GE: B4,5.0,LAB,MW,09:00AM-10:15AM,Marion Campisi,IS215,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 30),48764,In Person,Precalculus,GE: B4,5.0,LAB,MW,03:00PM-04:15PM,Dan Le,DH515,08/21/24-12/09/24,3,2024,Fall
MATH 19 (Section 31),48766,In Person,Precalculus,GE: B4,5.0,SEM,MWF,01:30PM-02:40PM,Viet Nguyen,DH318,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 32),48767,In Person,Precalculus,GE: B4,5.0,LAB,MW,12:00PM-01:15PM,Dan Le,CL318,08/21/24-12/09/24,2,2024,Fall
MATH 19 (Section 33),48768,In Person,Precalculus,GE: B4,5.0,LAB,MW,03:00PM-04:15PM,Marion Campisi,DMH227,08/21/24-12/09/24,3,2024,Fall
MATH 19 (Section 34),48769,In Person,Precalculus,GE: B4,5.0,SEM,MTWR,09:00AM-09:50AM,Lining Wang,DH351,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 35),48770,In Person,Precalculus,GE: B4,5.0,LAB,MW,10:30AM-11:45AM,Dan Le,SCI321,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 36),48771,In Person,Precalculus,GE: B4,5.0,LAB,TR,10:30AM-11:45AM,Maggie Selzer,SCI321,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 37),50699,In Person,Precalculus,GE: B4,5.0,SEM,MTWR,03:30PM-04:20PM,Anh Nguyen,SCI253,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 64),45547,In Person,Precalculus,GE: B4,5.0,SEM,MTWR,10:30AM-11:20AM,Tuanh Nguyen,SCI253,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 65),45548,In Person,Precalculus,GE: B4,5.0,LAB,MW,09:00AM-10:15AM,Marion Campisi,SCI313,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 66),45549,In Person,Precalculus,GE: B4,5.0,LAB,TR,09:00AM-10:15AM,Marion Campisi,SCI313,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 67),45551,In Person,Precalculus,GE: B4,5.0,SEM,MTWR,12:00PM-12:50PM,Angela Tran,SCI253,08/21/24-12/09/24,3,2024,Fall
MATH 19 (Section 68),45552,In Person,Precalculus,GE: B4,5.0,LAB,MW,01:30PM-02:45PM,Shaifali Singh,SCI313,08/21/24-12/09/24,2,2024,Fall
MATH 19 (Section 69),45553,In Person,Precalculus,GE: B4,5.0,LAB,TR,01:30PM-02:45PM,Kevin Lopez,SCI313,08/21/24-12/09/24,1,2024,Fall
MATH 19 (Section 70),45554,In Person,Precalculus,GE: B4,5.0,SEM,MTWR,01:30PM-02:20PM,Tuanh Nguyen,SCI253,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 71),45555,In Person,Precalculus,GE: B4,5.0,LAB,MW,12:00PM-01:15PM,Amelia Le,SCI313,08/21/24-12/09/24,0,2024,Fall
MATH 19 (Section 72),45556,In Person,Precalculus,GE: B4,5.0,LAB,TR,12:00PM-01:15PM,Shaifali Singh,SCI313,08/21/24-12/09/24,0,2024,Fall
MATH 203 (Section 01),47201,In Person,"Applied Mathematics, Computation, and Statistics Projects",,3.0,SEM,TBA,TBA,Yan Zhang,,08/21/24-12/09/24,7,RC - Requires department release of permission number.,2024,Fall
MATH 229 (Section 01),47504,In Person,Advanced Matrix Theory,,3.0,SEM,TR,01:30PM-02:45PM,Wasin So,MH235,08/21/24-12/09/24,14,2024,Fall
MATH 231A (Section 01),43009,In Person,Real Analysis,,3.0,LEC,MW,01:30PM-02:45PM,Slobodan Simic,MH235,08/21/24-12/09/24,10,2024,Fall
MATH 243M (Section 80),47568,Fully Online,Numerical Linear Algebra,,3.0,LEC,TBA,TBA,Plamen Koev,ONLINE,08/21/24-12/09/24,18,FULLY ONLINE - NO designated day/time meetings (TBA). May utilize Canvas. More info at sjsu.edu/cfeti,2024,Fall
MATH 251 (Section 01),44352,In Person,Statistical and Machine Learning Classification,,3.0,LEC,MW,09:00AM-10:15AM,Tahir Bachar Issa,MH235,08/21/24-12/09/24,19,2024,Fall
MATH 258 (Section 01),47563,In Person,Categorical Data Analysis,,3.0,LEC,TR,12:00PM-01:15PM,Bee Leng Lee,MH235,08/21/24-12/09/24,14,2024,Fall
MATH 261A (Section 02),50705,In Person,Regression Theory and Methods,,3.0,SEM,TR,01:30PM-02:45PM,Martina Bremer,SH239,08/21/24-12/09/24,0,2024,Fall
MATH 279A (Section 01),43599,In Person,Graph Theory,,3.0,SEM,TR,12:00PM-01:15PM,Yan Zhang,MH223,08/21/24-12/09/24,9,2024,Fall
MATH 280 (Section 01),50908,In Person,Graduate Individual Studies,,1.0,SUP,TBA,TBA,Edgar Bering,,08/21/24-12/09/24,1,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
MATH 280 (Section 02),50968,In Person,Graduate Individual Studies,,2.0,SUP,TBA,TBA,Slobodan Simic,,08/21/24-12/09/24,2,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
MATH 287 (Section 01),50438,Hybrid,Professional Development in College Teaching,,1.0,SEM,F,10:30AM-11:45AM,Timothy Hsu,,08/21/24-12/09/24,20,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/cfeti",2024,Fall
MATH 288I (Section 01),42132,In Person,Internships,,3.0,SUP,TBA,TBA,Cristina Tortora,,08/21/24-12/09/24,9,RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 01),42668,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Richard Low,,08/21/24-12/09/24,2,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 02),42669,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Peter Gao,,08/21/24-12/09/24,0,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 03),42670,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Tahir Bachar Issa,,08/21/24-12/09/24,2,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 04),42671,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Edgar Bering,,08/21/24-12/09/24,1,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 05),44799,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Patrick Murphy,,08/21/24-12/09/24,2,RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 06),47260,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Timothy Hsu,,08/21/24-12/09/24,2,RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 07),47304,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Kyle Hambrook,,08/21/24-12/09/24,2,RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 08),47313,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Dashiell Fryer,,08/21/24-12/09/24,3,RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 09),50964,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Wasin So,,08/21/24-12/09/24,2,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
MATH 297A (Section 10),50965,In Person,"Preparation for Writing Project, Research Project or Thesis",,3.0,SUP,TBA,TBA,Liam Stanton,,08/21/24-12/09/24,1,2024,Fall
RC - Requires department release of permission number.,2024,Fall
RO - Not available to Open University students.,2024,Fall
