Search:,Year,Semester
ECON 203A (Section 01),48635,In Person,Economic Research Methods,GWAR,3.0,SEM,R,06:00PM-08:45PM,Paul-Vincent Lombardi,DMH166,08/21/24-12/09/24,25,IC - See course description for requirements.,2024,Fall
ECON 251 (Section 01),48636,In Person,Seminar in Labor Economics,,3.0,SEM,TR,04:30PM-05:45PM,Darwyyn Deyo,DMH166,08/21/24-12/09/24,26,IC - See course description for requirements.,2024,Fall
ECON 298 (Section 01),44777,In Person,Special Study,,3.0,SUP,TBA,TBA,Staff,,08/21/24-12/09/24,5,RO - Not available to Open University students.,2024,Fall
ECON 298E (Section 01),45654,In Person,Special Study Comprehensive Exam,,1.0,SUP,TBA,TBA,Maria Aziz,,08/21/24-12/09/24,17,2024,Fall
IC - See course description for requirements.,2024,Fall
RO - Not available to Open University students.,2024,Fall
EDCO 180 (Section 81),43102,Fully Online,Individual Studies,,2.0,SUP,M,04:00PM-05:50PM,Valerie Chapman,ONLINE,08/21/24-12/09/24,7,2024,Fall
RO - Not available to Open University students.,2024,Fall
EDCO 180 (Section 82),43149,Fully Online,Individual Studies,,2.0,SUP,M,11:00AM-12:50PM,Michael Randle,ONLINE,08/21/24-12/09/24,3,2024,Fall
RO - Not available to Open University students.,2024,Fall
EDCO 180 (Section 85),50394,Fully Online,Individual Studies,,1.0,SUP,TBA,TBA,Lorri Capizzi,ONLINE,08/21/24-12/09/24,10,2024,Fall
RO - Not available to Open University students.,2024,Fall
EDCO 215 (Section 01),41418,In Person,Introduction to Counseling and Guidance,GWAR,3.0,LEC,M,04:00PM-06:45PM,Marion Beach,SH434,08/21/24-12/09/24,3,RO - Not available to Open University students.,2024,Fall
EDCO 215 (Section 02),41419,In Person,Introduction to Counseling and Guidance,GWAR,3.0,LEC,T,2024,Fall
TBA,T,2024,Fall
TBA,Marion Beach,SH434,2024,Fall
EDCO 218 (Section 01),41530,In Person,Counseling Process a Techniques,,3.0,LEC,M,2024,Fall
TBA,M,2024,Fall
TBA,Lorri Capizzi,SH431,2024,Fall
EDCO 218 (Section 02),41746,In Person,Counseling Process a Techniques,,3.0,LEC,T,2024,Fall
TBA,T,2024,Fall
TBA,Lorri Capizzi,SH431,2024,Fall
EDCO 221 (Section 02),48521,Hybrid,Research in Counselor Education,,3.0,LEC,W,04:00PM-06:45PM,Amna Jaffer,,08/21/24-12/09/24,9,2024,Fall
RO - Not available to Open University students.,2024,Fall
EDCO 221 (Section 03),50648,Hybrid,Research in Counselor Education,,3.0,LEC,M,2024,Fall
TBA,M,2024,Fall
TBA,Marion Beach / Marion Beach,SH211,2024,Fall
EDCO 227 (Section 01),42275,Hybrid,School-Family-Community Collaboration,,3.0,LEC,W,04:00PM-06:45PM,Aubrey Uresti,,08/21/24-12/09/24,0,"HYBRID - Designated day/time online meetings, with occasional In Person meetings. May utilize Canvas. More info at sjsu.edu/cfeti",2024,Fall
EDCO 232 (Section 01),41509,Hybrid,Laws a Ethics in Counseling,,3.0,LEC,W,2024,Fall
TBA,W,2024,Fall
TBA,Latisha Roberts / Latisha Roberts,SH431,2024,Fall
RO - Not available to Open University students.,2024,Fall
EDCO 232 (Section 02),43627,Hybrid,Laws a Ethics in Counseling,,3.0,LEC,R,2024,Fall
TBA,R,2024,Fall
TBA,Latisha Roberts / Latisha Roberts,SH431,2024,Fall
RO - Not available to Open University students.,2024,Fall
